from https://youtu.be/T7TltPPxfCM?t=94 to https://youtu.be/T7TltPPxfCM?t=3694,,
start_time,end_time,reason
https://youtu.be/T7TltPPxfCM?t=112,https://youtu.be/T7TltPPxfCM?t=125,ゲーム制作者の想定した移動法ではないと感じた
https://youtu.be/T7TltPPxfCM?t=135,https://youtu.be/T7TltPPxfCM?t=146,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=183,https://youtu.be/T7TltPPxfCM?t=186,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=208,https://youtu.be/T7TltPPxfCM?t=225,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=227,https://youtu.be/T7TltPPxfCM?t=233,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=239,https://youtu.be/T7TltPPxfCM?t=252,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=261,https://youtu.be/T7TltPPxfCM?t=277,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=313,https://youtu.be/T7TltPPxfCM?t=314,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=347,https://youtu.be/T7TltPPxfCM?t=359,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=374,https://youtu.be/T7TltPPxfCM?t=378,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=436,https://youtu.be/T7TltPPxfCM?t=454,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=470,https://youtu.be/T7TltPPxfCM?t=489,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=504,https://youtu.be/T7TltPPxfCM?t=509,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=522,https://youtu.be/T7TltPPxfCM?t=548,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=548,https://youtu.be/T7TltPPxfCM?t=568,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=578,https://youtu.be/T7TltPPxfCM?t=602,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=614,https://youtu.be/T7TltPPxfCM?t=619,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=644,https://youtu.be/T7TltPPxfCM?t=653,地中にすり抜け and C3セルと同様
https://youtu.be/T7TltPPxfCM?t=690,https://youtu.be/T7TltPPxfCM?t=706,C20セルと同様
https://youtu.be/T7TltPPxfCM?t=755,https://youtu.be/T7TltPPxfCM?t=775,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=787,https://youtu.be/T7TltPPxfCM?t=789,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=816,https://youtu.be/T7TltPPxfCM?t=836,C20セルと同様
https://youtu.be/T7TltPPxfCM?t=866,https://youtu.be/T7TltPPxfCM?t=873,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=890,https://youtu.be/T7TltPPxfCM?t=915,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=928,https://youtu.be/T7TltPPxfCM?t=937,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=975,https://youtu.be/T7TltPPxfCM?t=981,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1000,https://youtu.be/T7TltPPxfCM?t=1002,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1016,https://youtu.be/T7TltPPxfCM?t=1033,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1047,https://youtu.be/T7TltPPxfCM?t=1061,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1156,https://youtu.be/T7TltPPxfCM?t=1164,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1184,https://youtu.be/T7TltPPxfCM?t=1204,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1214,https://youtu.be/T7TltPPxfCM?t=1217,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1245,https://youtu.be/T7TltPPxfCM?t=1246,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1258,https://youtu.be/T7TltPPxfCM?t=1264,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1277,https://youtu.be/T7TltPPxfCM?t=1280,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1291,https://youtu.be/T7TltPPxfCM?t=1296,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1310,https://youtu.be/T7TltPPxfCM?t=1318,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1331,https://youtu.be/T7TltPPxfCM?t=1341,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1355,https://youtu.be/T7TltPPxfCM?t=1364,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1378,https://youtu.be/T7TltPPxfCM?t=1384,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1402,https://youtu.be/T7TltPPxfCM?t=1404,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1422,https://youtu.be/T7TltPPxfCM?t=1431,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1442,https://youtu.be/T7TltPPxfCM?t=1444,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1462,https://youtu.be/T7TltPPxfCM?t=1483,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1495,https://youtu.be/T7TltPPxfCM?t=1510,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1548,https://youtu.be/T7TltPPxfCM?t=1556,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1567,https://youtu.be/T7TltPPxfCM?t=1569,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1576,https://youtu.be/T7TltPPxfCM?t=1580,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1591,https://youtu.be/T7TltPPxfCM?t=1593,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1690,https://youtu.be/T7TltPPxfCM?t=1695,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1733,https://youtu.be/T7TltPPxfCM?t=1735,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1756,https://youtu.be/T7TltPPxfCM?t=1765,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1782,https://youtu.be/T7TltPPxfCM?t=1789,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1804,https://youtu.be/T7TltPPxfCM?t=1816,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1820,https://youtu.be/T7TltPPxfCM?t=1825,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1837,https://youtu.be/T7TltPPxfCM?t=1838,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1853,https://youtu.be/T7TltPPxfCM?t=1862,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1875,https://youtu.be/T7TltPPxfCM?t=1878,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1889,https://youtu.be/T7TltPPxfCM?t=1891,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1906,https://youtu.be/T7TltPPxfCM?t=1908,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1924,https://youtu.be/T7TltPPxfCM?t=1926,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1958,https://youtu.be/T7TltPPxfCM?t=1960,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1969,https://youtu.be/T7TltPPxfCM?t=1981,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1983,https://youtu.be/T7TltPPxfCM?t=1985,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=1998,https://youtu.be/T7TltPPxfCM?t=2002,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2021,https://youtu.be/T7TltPPxfCM?t=2028,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2044,https://youtu.be/T7TltPPxfCM?t=2045,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2052,https://youtu.be/T7TltPPxfCM?t=2054,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2068,https://youtu.be/T7TltPPxfCM?t=2087,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2100,https://youtu.be/T7TltPPxfCM?t=2118,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2146,https://youtu.be/T7TltPPxfCM?t=2156,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2166,https://youtu.be/T7TltPPxfCM?t=2172,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2188,https://youtu.be/T7TltPPxfCM?t=2193,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2315,https://youtu.be/T7TltPPxfCM?t=2319,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2328,https://youtu.be/T7TltPPxfCM?t=2344,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2360,https://youtu.be/T7TltPPxfCM?t=2365,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2375,https://youtu.be/T7TltPPxfCM?t=2395,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2414,https://youtu.be/T7TltPPxfCM?t=2426,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2442,https://youtu.be/T7TltPPxfCM?t=2457,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2485,https://youtu.be/T7TltPPxfCM?t=2488,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2525,https://youtu.be/T7TltPPxfCM?t=2529,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2568,https://youtu.be/T7TltPPxfCM?t=2582,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2591,https://youtu.be/T7TltPPxfCM?t=2597,C20セルと同様
https://youtu.be/T7TltPPxfCM?t=2740,https://youtu.be/T7TltPPxfCM?t=2742,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2773,https://youtu.be/T7TltPPxfCM?t=2787,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2809,https://youtu.be/T7TltPPxfCM?t=2829,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2851,https://youtu.be/T7TltPPxfCM?t=2862,C3セルと同様
https://youtu.be/T7TltPPxfCM?t=2878,https://youtu.be/T7TltPPxfCM?t=2890,C20セルと同様
https://youtu.be/T7TltPPxfCM?t=2909,https://youtu.be/T7TltPPxfCM?t=2950,C20セルと同様
