from https://youtu.be/ux_c4WOiYnk?t=14432 to https://youtu.be/ux_c4WOiYnk?t=18032,,
start_time,end_time,reason
https://youtu.be/ux_c4WOiYnk?t=14432,https://youtu.be/ux_c4WOiYnk?t=14452,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=14458,https://youtu.be/ux_c4WOiYnk?t=14469,リンクが地面をすり抜けた
https://youtu.be/ux_c4WOiYnk?t=14551,https://youtu.be/ux_c4WOiYnk?t=14551,ハイリアの盾を複数所持
https://youtu.be/ux_c4WOiYnk?t=14659,https://youtu.be/ux_c4WOiYnk?t=14664,処理落ち
https://youtu.be/ux_c4WOiYnk?t=14744,https://youtu.be/ux_c4WOiYnk?t=14761,処理落ち
https://youtu.be/ux_c4WOiYnk?t=14915,https://youtu.be/ux_c4WOiYnk?t=14932,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=15435,https://youtu.be/ux_c4WOiYnk?t=15455,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=15547,https://youtu.be/ux_c4WOiYnk?t=15562,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=15570,https://youtu.be/ux_c4WOiYnk?t=15572,リンクが地面をすり抜けた
https://youtu.be/ux_c4WOiYnk?t=15670,https://youtu.be/ux_c4WOiYnk?t=15676,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=15720,https://youtu.be/ux_c4WOiYnk?t=15756,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=16040,https://youtu.be/ux_c4WOiYnk?t=16055,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=16128,https://youtu.be/ux_c4WOiYnk?t=16138,封印を裏側から開けた
https://youtu.be/ux_c4WOiYnk?t=16249,https://youtu.be/ux_c4WOiYnk?t=16335,武器を合成している？
https://youtu.be/ux_c4WOiYnk?t=16480,https://youtu.be/ux_c4WOiYnk?t=16484,リンクが地面をすり抜けた
https://youtu.be/ux_c4WOiYnk?t=16846,https://youtu.be/ux_c4WOiYnk?t=16882,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=17206,https://youtu.be/ux_c4WOiYnk?t=17228,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=17328,https://youtu.be/ux_c4WOiYnk?t=17352,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=17418,https://youtu.be/ux_c4WOiYnk?t=17451,リンクが裏世界を移動した
https://youtu.be/ux_c4WOiYnk?t=17500,https://youtu.be/ux_c4WOiYnk?t=17502,リンクが地面をすり抜けた
https://youtu.be/ux_c4WOiYnk?t=17553,https://youtu.be/ux_c4WOiYnk?t=17557,リンクが壁をすり抜けた
https://youtu.be/ux_c4WOiYnk?t=17759,https://youtu.be/ux_c4WOiYnk?t=17779,謎の慣性移動
https://youtu.be/ux_c4WOiYnk?t=17807,https://youtu.be/ux_c4WOiYnk?t=17828,リンクが裏世界を移動した
https://youtu.be/ux_c4WOiYnk?t=14432,https://youtu.be/ux_c4WOiYnk?t=18032,盾を使った空中多段ジャンプがゲームバランスをこわしているのでバグだと思われる
