from https://youtu.be/vzbVFoKg8eM?t=3701 to https://youtu.be/vzbVFoKg8eM?t=7301,,
start_time,end_time,reason
https://youtu.be/vzbVFoKg8eM?t=3998,https://youtu.be/vzbVFoKg8eM?t=4013,急に奈落に落ちたから
https://youtu.be/vzbVFoKg8eM?t=4024,https://youtu.be/vzbVFoKg8eM?t=4028,何もない空中で停止したから
https://youtu.be/vzbVFoKg8eM?t=4032,https://youtu.be/vzbVFoKg8eM?t=4058,地面にめり込んで、ダメージを受けているから
https://youtu.be/vzbVFoKg8eM?t=4307,https://youtu.be/vzbVFoKg8eM?t=4323,急に奈落に落ちたから
https://youtu.be/vzbVFoKg8eM?t=5484,https://youtu.be/vzbVFoKg8eM?t=5497,地面にめり込んだから
https://youtu.be/vzbVFoKg8eM?t=5501,https://youtu.be/vzbVFoKg8eM?t=5507,空中で立っていて、立てるはずの場所で下に落ちていってるから（判定がずれていると感じた）
https://youtu.be/vzbVFoKg8eM,https://youtu.be/vzbVFoKg8eM?t=5751,地面にめり込んで落ちていったから
https://youtu.be/vzbVFoKg8eM?t=5764,https://youtu.be/vzbVFoKg8eM?t=5776,地面にめり込んだから
https://youtu.be/vzbVFoKg8eM?t=6089,https://youtu.be/vzbVFoKg8eM?t=6106,地面にめり込んだり、地面の判定がおかしいと思ったから
https://youtu.be/vzbVFoKg8eM?t=6220,https://youtu.be/vzbVFoKg8eM?t=6223,地面にめり込んだから
