from https://youtu.be/2QvoRZejf9s?t=18113 to https://youtu.be/2QvoRZejf9s?t=21713,,
start_time,end_time,reason
https://www.youtube.com/watch?v=2QvoRZejf9s&t=18113s,https://youtu.be/2QvoRZejf9s?si=v-GuC-bpwa2y1UvH&t=18120,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=lYeQsASn6Q2Lm5EX&t=18142,https://youtu.be/2QvoRZejf9s?si=-_Ej617jG_V2EoSZ&t=18146,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=g2SbdzRJlHDN7T7K&t=18196,https://youtu.be/2QvoRZejf9s?si=JYK01Oc6UpzY6yK4&t=18199,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=mTUzf3iqXtw7OAyc&t=18256,https://youtu.be/2QvoRZejf9s?si=jMtU1Q4zcmAXxWn8&t=18262,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=u1doMyC0FUg5PJdg&t=18274,https://youtu.be/2QvoRZejf9s?si=r9JF7_R6qLTYdWId&t=18280,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=Xp3Bjoybnc5eru1T&t=18297,https://youtu.be/2QvoRZejf9s?si=CbeCFWMYAK9XDUSX&t=18310,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=zqiokdWKwRFpD7tF&t=18330,https://youtu.be/2QvoRZejf9s?si=GWvu846VjKQCd6KT&t=18332,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=1ehl6-ngJjoL735g&t=18370,https://youtu.be/2QvoRZejf9s?si=p_ss5m09mL5DZZaN&t=18376,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=_FiJ74N-nnfFvRYg&t=18380,https://youtu.be/2QvoRZejf9s?si=7CUk2DOiv16cJyBI&t=18390,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=SQHvxqRB7EV5fWxC&t=18446,https://youtu.be/2QvoRZejf9s?si=TDqKARqRTA-IQNsk&t=18451,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=dkBhvP2qccKp5yng&t=19033,https://youtu.be/2QvoRZejf9s?si=d85pJY1-G-1UOqPJ&t=19038,HPの減り方が異常
https://youtu.be/2QvoRZejf9s?si=xEs9sFyY_umUPT1j&t=19193,https://youtu.be/2QvoRZejf9s?si=nXkiiRuXs31BfiQ1&t=19200,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=hLRv3IcDeCGOqRuC&t=19218,https://youtu.be/2QvoRZejf9s?si=9QIJ5w1OdUVQgfhL&t=19228,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=xZHvsezv2mw0Ia6m&t=19255,https://youtu.be/2QvoRZejf9s?si=x_Cssqa6OjHFKPvt&t=19260,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=oS5JtsduD1ddKHlO&t=19388,https://youtu.be/2QvoRZejf9s?si=9SUvCB3el_5otwvO&t=19400,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=M2h0TGwuNaNr9WNN&t=19440,https://youtu.be/2QvoRZejf9s?si=MXvp7qxqpbf1tufN&t=19448,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=7c9dUSJ4eDhnsHj4&t=19465,https://youtu.be/2QvoRZejf9s?si=O-iwHsjX3_dn0z4k&t=19470,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=O-iwHsjX3_dn0z4k&t=19470,https://youtu.be/2QvoRZejf9s?si=RDEtR8Ybtkq_5zM3&t=19473,HPの減り方が異常
https://youtu.be/2QvoRZejf9s?si=iDwH2w3J1bR5hQTr&t=19492,https://youtu.be/2QvoRZejf9s?si=uCb68bneK3ZLC9r5&t=19502,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=dyBc1Rkyht37cpOT&t=19501,https://youtu.be/2QvoRZejf9s?si=PULZeb8vLWXRFkzE&t=19510,HPの減り方が異常
https://youtu.be/2QvoRZejf9s?si=ModBoLCivYQmSzQh&t=19523,https://youtu.be/2QvoRZejf9s?si=R1K795TO3XhMj1K9&t=19532,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=alKPYYXzVlpN5cq5&t=19547,https://youtu.be/2QvoRZejf9s?si=-N-KG2On5Cp1RsT7&t=19559,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=AfJ2zPEEHpiEXP4q&t=19581,https://youtu.be/2QvoRZejf9s?si=Su-SUN-Vd0T8E6dp&t=19593,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=pqMawOB2e6pbfFMH&t=19611,https://youtu.be/2QvoRZejf9s?si=7v5zBHjr2r_Uc7uo&t=19614,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=_XmQqwWkI3MjGVgE&t=19652,https://youtu.be/2QvoRZejf9s?si=4gWPuOhtC-gBdHm5&t=19665,バグによる移動テクニック（見たことがある）
https://youtu.be/2QvoRZejf9s?si=WgVnC2qoWfekKxNh&t=19681,https://youtu.be/2QvoRZejf9s?si=bNGzuMaQRVeCY8fb&t=19701,バグによる移動テクニック（見たことがある）
