from https://youtu.be/T7TltPPxfCM?t=20603 to https://youtu.be/T7TltPPxfCM?t=22136,,
start_time,end_time,reason
https://youtu.be/T7TltPPxfCM?t=20605,https://youtu.be/T7TltPPxfCM?t=20607,??????????????????????
https://youtu.be/T7TltPPxfCM?t=20607,https://youtu.be/T7TltPPxfCM?t=20650,?????????????????????????????
https://youtu.be/T7TltPPxfCM?t=20650,https://youtu.be/T7TltPPxfCM?t=20651,???????????????????
https://youtu.be/T7TltPPxfCM?t=20651,https://youtu.be/T7TltPPxfCM?t=20662,?????????????
https://youtu.be/T7TltPPxfCM?t=20697,https://youtu.be/T7TltPPxfCM?t=20721,???????????????????????
https://youtu.be/T7TltPPxfCM?t=20782,https://youtu.be/T7TltPPxfCM?t=21298,???????????
https://youtu.be/T7TltPPxfCM?t=21298,https://youtu.be/T7TltPPxfCM?t=21305,???????????
https://youtu.be/T7TltPPxfCM?t=21305,https://youtu.be/T7TltPPxfCM?t=21334,????????????????
https://youtu.be/T7TltPPxfCM?t=21334,https://youtu.be/T7TltPPxfCM?t=21336,???????????
https://youtu.be/T7TltPPxfCM?t=21336,https://youtu.be/T7TltPPxfCM?t=21336,???????????
https://youtu.be/T7TltPPxfCM?t=21336,https://youtu.be/T7TltPPxfCM?t=21385,???????????
https://youtu.be/T7TltPPxfCM?t=21403,https://youtu.be/T7TltPPxfCM?t=21402,????????????????
https://youtu.be/T7TltPPxfCM?t=21402,https://youtu.be/T7TltPPxfCM?t=21420,???????????
https://youtu.be/T7TltPPxfCM?t=21420,https://youtu.be/T7TltPPxfCM?t=21440,?????????
https://youtu.be/T7TltPPxfCM?t=21440,https://youtu.be/T7TltPPxfCM?t=21442,???????????
https://youtu.be/T7TltPPxfCM?t=21458,https://youtu.be/T7TltPPxfCM?t=21471,?????????
https://youtu.be/T7TltPPxfCM?t=21471,https://youtu.be/T7TltPPxfCM?t=21472,???????????
https://youtu.be/T7TltPPxfCM?t=21584,https://youtu.be/T7TltPPxfCM?t=21597,????????????
https://youtu.be/T7TltPPxfCM?t=21612,https://youtu.be/T7TltPPxfCM?t=21612,????
https://youtu.be/T7TltPPxfCM?t=21863,https://youtu.be/T7TltPPxfCM?t=21930,????
