from https://youtu.be/PDjyRXZ_sek?t=25213 to https://youtu.be/PDjyRXZ_sek?t=29101,,,,,
start_time,end_time,reason,start_time,end_time,reason
https://youtu.be/PDjyRXZ_sek?t=25217,https://youtu.be/PDjyRXZ_sek?t=25225,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25209,https://youtu.be/PDjyRXZ_sek?t=25209,ウィンドウの操作を行いながら特定の操作をするバグはDark SoulのRTA の spell swap で見たことがあるから、またゲーム的に下を向きながら斜め上に急加速するのはおかしいから
https://youtu.be/PDjyRXZ_sek?t=25243,https://youtu.be/PDjyRXZ_sek?t=25251,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25217,https://youtu.be/PDjyRXZ_sek?t=25218,同上
https://youtu.be/PDjyRXZ_sek?t=25270,https://youtu.be/PDjyRXZ_sek?t=25278,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25245,https://youtu.be/PDjyRXZ_sek?t=25245,同上
https://youtu.be/PDjyRXZ_sek?t=25311,https://youtu.be/PDjyRXZ_sek?t=25315,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25271,https://youtu.be/PDjyRXZ_sek?t=25271,同上
https://youtu.be/PDjyRXZ_sek?t=25369,https://youtu.be/PDjyRXZ_sek?t=25376,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25311,https://youtu.be/PDjyRXZ_sek?t=25311,同上
https://youtu.be/PDjyRXZ_sek?t=25389,https://youtu.be/PDjyRXZ_sek?t=25399,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25370,https://youtu.be/PDjyRXZ_sek?t=25371,同上
https://youtu.be/PDjyRXZ_sek?t=25433,https://youtu.be/PDjyRXZ_sek?t=25442,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25391,https://youtu.be/PDjyRXZ_sek?t=25391,同上
https://youtu.be/PDjyRXZ_sek?t=25452,https://youtu.be/PDjyRXZ_sek?t=25458,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25401,https://youtu.be/PDjyRXZ_sek?t=25402,同上
https://youtu.be/PDjyRXZ_sek?t=25471,https://youtu.be/PDjyRXZ_sek?t=25483,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25433,https://youtu.be/PDjyRXZ_sek?t=25434,同上
https://youtu.be/PDjyRXZ_sek?t=25503,https://youtu.be/PDjyRXZ_sek?t=25513,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25453,https://youtu.be/PDjyRXZ_sek?t=25454,同上
https://youtu.be/PDjyRXZ_sek?t=25534,https://youtu.be/PDjyRXZ_sek?t=25545,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25471,https://youtu.be/PDjyRXZ_sek?t=25472,同上
https://youtu.be/PDjyRXZ_sek?t=25565,https://youtu.be/PDjyRXZ_sek?t=25569,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25503,https://youtu.be/PDjyRXZ_sek?t=25505,同上
https://youtu.be/PDjyRXZ_sek?t=25607,https://youtu.be/PDjyRXZ_sek?t=25613,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25537,https://youtu.be/PDjyRXZ_sek?t=25538,同上
https://youtu.be/PDjyRXZ_sek?t=25653,https://youtu.be/PDjyRXZ_sek?t=25669,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25566,https://youtu.be/PDjyRXZ_sek?t=25567,同上
https://youtu.be/PDjyRXZ_sek?t=25682,https://youtu.be/PDjyRXZ_sek?t=25691,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25607,https://youtu.be/PDjyRXZ_sek?t=25608,同上
https://youtu.be/PDjyRXZ_sek?t=25709,https://youtu.be/PDjyRXZ_sek?t=25714,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25653,https://youtu.be/PDjyRXZ_sek?t=25654,同上
https://youtu.be/PDjyRXZ_sek?t=25799,https://youtu.be/PDjyRXZ_sek?t=25808,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25664,https://youtu.be/PDjyRXZ_sek?t=25665,同上
https://youtu.be/PDjyRXZ_sek?t=25824,https://youtu.be/PDjyRXZ_sek?t=25836,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25709,https://youtu.be/PDjyRXZ_sek?t=25710,同上
https://youtu.be/PDjyRXZ_sek?t=25857,https://youtu.be/PDjyRXZ_sek?t=25864,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25799,https://youtu.be/PDjyRXZ_sek?t=25800,同上
https://youtu.be/PDjyRXZ_sek?t=25865,https://youtu.be/PDjyRXZ_sek?t=25871,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25818,https://youtu.be/PDjyRXZ_sek?t=25819,同上
https://youtu.be/PDjyRXZ_sek?t=25894,https://youtu.be/PDjyRXZ_sek?t=25912,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25825,https://youtu.be/PDjyRXZ_sek?t=25826,同上
https://youtu.be/PDjyRXZ_sek?t=25924,https://youtu.be/PDjyRXZ_sek?t=25929,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25832,https://youtu.be/PDjyRXZ_sek?t=25833,同上
https://youtu.be/PDjyRXZ_sek?t=25940,https://youtu.be/PDjyRXZ_sek?t=25949,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25857,https://youtu.be/PDjyRXZ_sek?t=25858,同上
https://youtu.be/PDjyRXZ_sek?t=25959,https://youtu.be/PDjyRXZ_sek?t=25966,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25865,https://youtu.be/PDjyRXZ_sek?t=25867,同上
https://youtu.be/PDjyRXZ_sek?t=25982,https://youtu.be/PDjyRXZ_sek?t=25988,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25894,https://youtu.be/PDjyRXZ_sek?t=25895,同上
https://youtu.be/PDjyRXZ_sek?t=26026,https://youtu.be/PDjyRXZ_sek?t=26031,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25905,https://youtu.be/PDjyRXZ_sek?t=25906,同上
https://youtu.be/PDjyRXZ_sek?t=26036,https://youtu.be/PDjyRXZ_sek?t=26040,アイテム？のメニューを開閉するタイミングで不自然に壁を通り抜けたように見える,https://youtu.be/PDjyRXZ_sek?t=25923,https://youtu.be/PDjyRXZ_sek?t=25924,同上
https://youtu.be/PDjyRXZ_sek?t=26079,https://youtu.be/PDjyRXZ_sek?t=26087,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25940,https://youtu.be/PDjyRXZ_sek?t=25941,同上
https://youtu.be/PDjyRXZ_sek?t=26095,https://youtu.be/PDjyRXZ_sek?t=26105,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25959,https://youtu.be/PDjyRXZ_sek?t=25960,同上
https://youtu.be/PDjyRXZ_sek?t=26124,https://youtu.be/PDjyRXZ_sek?t=26134,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=25982,https://youtu.be/PDjyRXZ_sek?t=25982,同上
https://youtu.be/PDjyRXZ_sek?t=26137,https://youtu.be/PDjyRXZ_sek?t=26139,リンゴ？が空中で静止している,https://youtu.be/PDjyRXZ_sek?t=26026,https://youtu.be/PDjyRXZ_sek?t=26027,ウィンドウを操作しており、また複数回試行しているので正常な動作ではないと考えた。
https://youtu.be/PDjyRXZ_sek?t=26148,https://youtu.be/PDjyRXZ_sek?t=26162,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26037,https://youtu.be/PDjyRXZ_sek?t=26038,壁を抜けている
https://youtu.be/PDjyRXZ_sek?t=26184,https://youtu.be/PDjyRXZ_sek?t=26194,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26041,https://youtu.be/PDjyRXZ_sek?t=26042,吹き飛ぶための慣性がキャンセルされている
https://youtu.be/PDjyRXZ_sek?t=26222,https://youtu.be/PDjyRXZ_sek?t=26225,地面の物体が見た目に見合わない速度で動いているように感じる,https://youtu.be/PDjyRXZ_sek?t=26097,https://youtu.be/PDjyRXZ_sek?t=26099,C3のバグと同じ
https://youtu.be/PDjyRXZ_sek?t=26244,https://youtu.be/PDjyRXZ_sek?t=26248,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26125,https://youtu.be/PDjyRXZ_sek?t=26125,同上
https://youtu.be/PDjyRXZ_sek?t=26313,https://youtu.be/PDjyRXZ_sek?t=26332,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26148,https://youtu.be/PDjyRXZ_sek?t=26150,同上
https://youtu.be/PDjyRXZ_sek?t=26393,https://youtu.be/PDjyRXZ_sek?t=26398,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26185,https://youtu.be/PDjyRXZ_sek?t=26186,同上
https://youtu.be/PDjyRXZ_sek?t=26403,https://youtu.be/PDjyRXZ_sek?t=26407,アイテム？のメニューを開閉するタイミングで不自然に壁を通り抜けたように見える,https://youtu.be/PDjyRXZ_sek?t=26245,https://youtu.be/PDjyRXZ_sek?t=26247,同上
https://youtu.be/PDjyRXZ_sek?t=26463,https://youtu.be/PDjyRXZ_sek?t=26479,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26313,https://youtu.be/PDjyRXZ_sek?t=26316,同上
https://youtu.be/PDjyRXZ_sek?t=26489,https://youtu.be/PDjyRXZ_sek?t=26495,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26327,https://youtu.be/PDjyRXZ_sek?t=26328,同上
https://youtu.be/PDjyRXZ_sek?t=26521,https://youtu.be/PDjyRXZ_sek?t=26529,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26393,https://youtu.be/PDjyRXZ_sek?t=26396,同上だがシールド？の代わりに壁を利用している
https://youtu.be/PDjyRXZ_sek?t=26554,https://youtu.be/PDjyRXZ_sek?t=26564,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26403,https://youtu.be/PDjyRXZ_sek?t=26406,壁を抜けている
https://youtu.be/PDjyRXZ_sek?t=26581,https://youtu.be/PDjyRXZ_sek?t=26586,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26408,https://youtu.be/PDjyRXZ_sek?t=26410,慣性がキャンセルされている
https://youtu.be/PDjyRXZ_sek?t=26612,https://youtu.be/PDjyRXZ_sek?t=26619,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26463,https://youtu.be/PDjyRXZ_sek?t=26464,C3のバグと同じ
https://youtu.be/PDjyRXZ_sek?t=26638,https://youtu.be/PDjyRXZ_sek?t=26641,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26472,https://youtu.be/PDjyRXZ_sek?t=26473,同上
https://youtu.be/PDjyRXZ_sek?t=26682,https://youtu.be/PDjyRXZ_sek?t=26694,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26489,https://youtu.be/PDjyRXZ_sek?t=26491,同上
https://youtu.be/PDjyRXZ_sek?t=26711,https://youtu.be/PDjyRXZ_sek?t=26724,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26522,https://youtu.be/PDjyRXZ_sek?t=26523,同上
https://youtu.be/PDjyRXZ_sek?t=26748,https://youtu.be/PDjyRXZ_sek?t=26756,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26555,https://youtu.be/PDjyRXZ_sek?t=26556,同上
https://youtu.be/PDjyRXZ_sek?t=26818,https://youtu.be/PDjyRXZ_sek?t=26827,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26581,https://youtu.be/PDjyRXZ_sek?t=26582,同上
https://youtu.be/PDjyRXZ_sek?t=26844,https://youtu.be/PDjyRXZ_sek?t=26851,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26612,https://youtu.be/PDjyRXZ_sek?t=26613,同上
https://youtu.be/PDjyRXZ_sek?t=26861,https://youtu.be/PDjyRXZ_sek?t=26883,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26638,https://youtu.be/PDjyRXZ_sek?t=26640,同上
https://youtu.be/PDjyRXZ_sek?t=26903,https://youtu.be/PDjyRXZ_sek?t=26911,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26682,https://youtu.be/PDjyRXZ_sek?t=26683,同上
https://youtu.be/PDjyRXZ_sek?t=27010,https://youtu.be/PDjyRXZ_sek?t=27025,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26689,https://youtu.be/PDjyRXZ_sek?t=26690,同上
https://youtu.be/PDjyRXZ_sek?t=27037,https://youtu.be/PDjyRXZ_sek?t=27048,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26711,https://youtu.be/PDjyRXZ_sek?t=26712,同上
https://youtu.be/PDjyRXZ_sek?t=27066,https://youtu.be/PDjyRXZ_sek?t=27073,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26747,https://youtu.be/PDjyRXZ_sek?t=26750,同上
https://youtu.be/PDjyRXZ_sek?t=27094,https://youtu.be/PDjyRXZ_sek?t=27103,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26819,https://youtu.be/PDjyRXZ_sek?t=26820,同上
https://youtu.be/PDjyRXZ_sek?t=27139,https://youtu.be/PDjyRXZ_sek?t=27155,アイテム？の選択操作直後のキャラクターの飛行モーションが不自然に見える,https://youtu.be/PDjyRXZ_sek?t=26845,https://youtu.be/PDjyRXZ_sek?t=26846,同上
