from https://youtu.be/qOzg0st0KfY?t=53 to https://youtu.be/qOzg0st0KfY?t=3653,,,,,
start_time,end_time,reason,start_time,end_time,reason
https://youtu.be/qOzg0st0KfY?si=-qoDwVMOC3BuXtUI&t=202,https://youtu.be/qOzg0st0KfY?si=DcEjaXFpq7lnqYIx&t=258,明らかに本来侵入不可能である場所に侵入しているから,https://youtu.be/qOzg0st0KfY?t=195,https://youtu.be/qOzg0st0KfY?t=254,地面を貫通して移動している
https://youtu.be/qOzg0st0KfY?t=648,https://youtu.be/qOzg0st0KfY?t=742,侵入不可能な場所への侵入,https://youtu.be/qOzg0st0KfY?t=645,https://youtu.be/qOzg0st0KfY?t=688,地面を貫通して移動している
https://youtu.be/qOzg0st0KfY?t=966,https://youtu.be/qOzg0st0KfY?t=980,侵入不可能な場所への侵入,https://youtu.be/qOzg0st0KfY?t=696,https://youtu.be/qOzg0st0KfY?t=739,地面を貫通して移動している
https://youtu.be/qOzg0st0KfY?t=1567,https://youtu.be/qOzg0st0KfY?t=1587,侵入不可能な場所への侵入,https://youtu.be/qOzg0st0KfY?t=962,https://youtu.be/qOzg0st0KfY?t=977,地面を貫通して移動している
https://youtu.be/qOzg0st0KfY?t=1685,https://youtu.be/qOzg0st0KfY?t=1709,侵入不可能な場所への侵入,https://youtu.be/qOzg0st0KfY?t=1564,https://youtu.be/qOzg0st0KfY?t=1584,地面を貫通して移動している
https://youtu.be/qOzg0st0KfY?t=1770,https://youtu.be/qOzg0st0KfY?t=1786,侵入不可能な場所への侵入,https://youtu.be/qOzg0st0KfY?t=1682,https://youtu.be/qOzg0st0KfY?t=1708,地面を貫通して移動している
https://youtu.be/qOzg0st0KfY?t=2924,https://youtu.be/qOzg0st0KfY?t=2952,侵入不可能な場所への侵入,https://youtu.be/qOzg0st0KfY?t=1768,https://youtu.be/qOzg0st0KfY?t=1782,地面を貫通して移動している
https://youtu.be/qOzg0st0KfY?t=3440,https://youtu.be/qOzg0st0KfY?t=3464,侵入不可能な場所への侵入,https://youtu.be/qOzg0st0KfY?t=2645,https://youtu.be/qOzg0st0KfY?t=2649,壁の判定を貫通して矢を打っている？
,,,https://youtu.be/qOzg0st0KfY?t=2920,https://youtu.be/qOzg0st0KfY?t=2972,地面を貫通して移動している
,,,https://youtu.be/qOzg0st0KfY?t=2993,https://youtu.be/qOzg0st0KfY?t=2995,地面を貫通して移動している
,,,https://youtu.be/qOzg0st0KfY?t=3438,https://youtu.be/qOzg0st0KfY?t=3505,地面を貫通して移動している
