from https://youtu.be/2QvoRZejf9s?t=7313 to https://youtu.be/2QvoRZejf9s?t=10913,,,,,
start_time,end_time,reason,start_time,end_time,reason
https://youtu.be/2QvoRZejf9s?t=7396,https://youtu.be/2QvoRZejf9s?t=7407,爆弾で飛ぶ,https://youtu.be/2QvoRZejf9s?t=7397,https://youtu.be/2QvoRZejf9s?t=7409,あり得ないスピードで飛んだため
https://youtu.be/2QvoRZejf9s?t=7415,https://youtu.be/2QvoRZejf9s?t=7424,爆弾で飛ぶ,https://youtu.be/2QvoRZejf9s?t=7417,https://youtu.be/2QvoRZejf9s?t=7426,上と同じ理由
https://youtu.be/2QvoRZejf9s?t=7477,https://youtu.be/2QvoRZejf9s?t=7489,爆弾で飛ぶ,https://youtu.be/2QvoRZejf9s?t=7479,https://youtu.be/2QvoRZejf9s?t=7508,上と同じ理由
https://youtu.be/2QvoRZejf9s?t=7489,https://youtu.be/2QvoRZejf9s?t=7508,爆弾で飛ぶ,https://youtu.be/2QvoRZejf9s?t=7539,https://youtu.be/2QvoRZejf9s?t=7552,上と同じ理由
https://youtu.be/2QvoRZejf9s?t=7539,https://youtu.be/2QvoRZejf9s?t=7549,爆弾で飛ぶ,https://youtu.be/2QvoRZejf9s?t=7556,https://youtu.be/2QvoRZejf9s?t=7570,上と同じ理由
https://youtu.be/2QvoRZejf9s?t=7557,https://youtu.be/2QvoRZejf9s?t=7570,爆弾で飛ぶ,https://youtu.be/2QvoRZejf9s?t=7576,https://youtu.be/2QvoRZejf9s?t=7584,上と同じ理由
https://youtu.be/2QvoRZejf9s?t=7574,https://youtu.be/2QvoRZejf9s?t=7585,爆弾で飛ぶ,https://youtu.be/2QvoRZejf9s?t=7592,https://youtu.be/2QvoRZejf9s?t=7606,上と同じ理由
https://youtu.be/2QvoRZejf9s?t=7594,https://youtu.be/2QvoRZejf9s?t=7604,爆弾で飛ぶ,https://youtu.be/2QvoRZejf9s?t=7613,https://youtu.be/2QvoRZejf9s?t=7623,上と同じ理由
https://youtu.be/2QvoRZejf9s?t=7613,https://youtu.be/2QvoRZejf9s?t=7623,爆弾で飛ぶ,https://youtu.be/2QvoRZejf9s?t=7635,https://youtu.be/2QvoRZejf9s?t=7641,上と同じ理由
https://youtu.be/2QvoRZejf9s?t=7635,https://youtu.be/2QvoRZejf9s?t=7641,爆弾で飛ぶ,https://youtu.be/2QvoRZejf9s?t=7655,https://youtu.be/2QvoRZejf9s?t=7665,上と同じ理由
