from https://youtu.be/R-3Z0KL7QiU?t=19 to https://youtu.be/R-3Z0KL7QiU?t=3619,,,,,
start_time,end_time,reason,start_time,end_time,reason
https://youtu.be/R-3Z0KL7QiU?t=51,https://youtu.be/R-3Z0KL7QiU?t=67,本来通過不可能な地面をすり抜けている,https://youtu.be/R-3Z0KL7QiU?t=58,https://youtu.be/R-3Z0KL7QiU?t=68,操作しているキャラクターが地面をすり抜けた。
https://youtu.be/R-3Z0KL7QiU?t=131,https://youtu.be/R-3Z0KL7QiU?t=138,無限ジャンプのような挙動ができてしまっている,https://youtu.be/R-3Z0KL7QiU?t=459,https://youtu.be/R-3Z0KL7QiU?t=476,操作しているキャラクターが地面をすり抜けた。
https://youtu.be/R-3Z0KL7QiU?t=170,https://youtu.be/R-3Z0KL7QiU?t=224,本来の用途と異なるゾナウギアでの不自然な上昇,https://youtu.be/R-3Z0KL7QiU?t=870,https://youtu.be/R-3Z0KL7QiU?t=885,操作しているキャラクターが地面をすり抜けた。
https://youtu.be/R-3Z0KL7QiU?t=369,https://youtu.be/R-3Z0KL7QiU?t=416,ブループリントのバグでコログがリンクに追従している,https://youtu.be/R-3Z0KL7QiU?t=1566,https://youtu.be/R-3Z0KL7QiU?t=1567,操作しているキャラクターが地面をすり抜けた。
https://youtu.be/R-3Z0KL7QiU?t=435,https://youtu.be/R-3Z0KL7QiU?t=455,祠に入る前に装備した剣の爆発判定が残っている,https://youtu.be/R-3Z0KL7QiU?t=2299,https://youtu.be/R-3Z0KL7QiU?t=2319,操作しているキャラクターが地面をすり抜けた。
https://youtu.be/R-3Z0KL7QiU?t=455,https://youtu.be/R-3Z0KL7QiU?t=475,祠内でゾナウギアをドロップできている、地面を透過して祠をクリアしている,https://youtu.be/R-3Z0KL7QiU?t=2660,https://youtu.be/R-3Z0KL7QiU?t=2663,操作しているキャラクターが地面をすり抜けた。
https://youtu.be/R-3Z0KL7QiU?t=859,https://youtu.be/R-3Z0KL7QiU?t=886,祠内でゾナウギアをドロップできている、地面を透過して祠をクリアしている,https://youtu.be/R-3Z0KL7QiU?t=3168,https://youtu.be/R-3Z0KL7QiU?t=3182,操作しているキャラクターが地面をすり抜けた。
https://youtu.be/R-3Z0KL7QiU?t=934,https://youtu.be/R-3Z0KL7QiU?t=967,ブループリントのバグでコログがリンクに追従している,https://youtu.be/R-3Z0KL7QiU?t=3188,https://youtu.be/R-3Z0KL7QiU?t=3199,操作しているキャラクターが地面をすり抜けた。
https://youtu.be/R-3Z0KL7QiU?t=1000,https://youtu.be/R-3Z0KL7QiU?t=1034,ブループリントのバグでコログがリンクに追従している,https://youtu.be/R-3Z0KL7QiU?t=3358,https://youtu.be/R-3Z0KL7QiU?t=3402,アイテムが無限増殖している。
https://youtu.be/R-3Z0KL7QiU?t=1265,https://youtu.be/R-3Z0KL7QiU?t=1383,ブループリントのバグでコログがリンクに追従している,,,
https://youtu.be/R-3Z0KL7QiU?t=1522,https://youtu.be/R-3Z0KL7QiU?t=1538,ブループリントのバグでコログがリンクに追従している,,,
https://youtu.be/R-3Z0KL7QiU?t=1559,https://youtu.be/R-3Z0KL7QiU?t=1569,地面を透過している,,,
https://youtu.be/R-3Z0KL7QiU?t=1559,https://youtu.be/R-3Z0KL7QiU?t=1671,本来のルートをスキップして複数のサイドミッションをクリアしている,,,
https://youtu.be/R-3Z0KL7QiU?t=1755,https://youtu.be/R-3Z0KL7QiU?t=1762,剣にスクラビルドされた石の判定を利用してコログチャレンジをクリアしている,,,
https://youtu.be/R-3Z0KL7QiU?t=1787,https://youtu.be/R-3Z0KL7QiU?t=1814,ブループリントのバグでコログがリンクに追従している,,,
https://youtu.be/R-3Z0KL7QiU?t=2027,https://youtu.be/R-3Z0KL7QiU?t=2050,ブループリントのバグで祠チャレンジの石がリンクに追従している,,,
https://youtu.be/R-3Z0KL7QiU?t=2273,https://youtu.be/R-3Z0KL7QiU?t=2297,祠に入る前に装備した剣の爆発判定が残っている,,,
https://youtu.be/R-3Z0KL7QiU?t=2297,https://youtu.be/R-3Z0KL7QiU?t=2321,祠内でゾナウギアをドロップできている、地面を透過して祠をクリアしている,,,
https://youtu.be/R-3Z0KL7QiU?t=2657,https://youtu.be/R-3Z0KL7QiU?t=2663,地面を透過している,,,
https://youtu.be/R-3Z0KL7QiU?t=2680,https://youtu.be/R-3Z0KL7QiU?t=2746,ブループリントのバグで祠チャレンジの石がリンクに追従している,,,
https://youtu.be/R-3Z0KL7QiU?t=3055,https://youtu.be/R-3Z0KL7QiU?t=3072,ブループリントのバグでコログがリンクに追従している,,,
https://youtu.be/R-3Z0KL7QiU?t=3167,https://youtu.be/R-3Z0KL7QiU?t=3206,地面を透過している,,,
https://youtu.be/R-3Z0KL7QiU?t=3215,https://youtu.be/R-3Z0KL7QiU?t=3223,剣にスクラビルドされた石の判定を利用してコログチャレンジをクリアしている,,,
https://youtu.be/R-3Z0KL7QiU?t=3263,https://youtu.be/R-3Z0KL7QiU?t=3282,ブループリントのバグで祠チャレンジの石がリンクに追従している,,,
https://youtu.be/R-3Z0KL7QiU?t=3350,https://youtu.be/R-3Z0KL7QiU?t=3405,新品のハイリアの盾を無限増殖させている,,,
