from https://youtu.be/PDjyRXZ_sek?t=18013 to https://youtu.be/PDjyRXZ_sek?t=21613,,
start_time,end_time,reason
https://youtu.be/PDjyRXZ_sek,https://youtu.be/PDjyRXZ_sek,???
https://youtu.be/PDjyRXZ_sek,https://youtu.be/PDjyRXZ_sek,?????????????
https://youtu.be/PDjyRXZ_sek?t=18316,https://youtu.be/PDjyRXZ_sek?t=18319,?????????????
https://youtu.be/PDjyRXZ_sek?t=18357,https://youtu.be/PDjyRXZ_sek?t=18360,?????????????
https://youtu.be/PDjyRXZ_sek?t=18377,https://youtu.be/PDjyRXZ_sek?t=18379,?????????????
https://youtu.be/PDjyRXZ_sek?t=18390,https://youtu.be/PDjyRXZ_sek?t=18393,?????????????
https://youtu.be/PDjyRXZ_sek?t=18517,https://youtu.be/PDjyRXZ_sek?t=18521,?????????????
https://youtu.be/PDjyRXZ_sek?t=18541,https://youtu.be/PDjyRXZ_sek?t=18546,?????????????
https://youtu.be/PDjyRXZ_sek?t=18645,https://youtu.be/PDjyRXZ_sek?t=18647,?????????????
https://youtu.be/PDjyRXZ_sek?t=18809,https://youtu.be/PDjyRXZ_sek?t=18811,?????????????
https://youtu.be/PDjyRXZ_sek?t=18876,https://youtu.be/PDjyRXZ_sek?t=18878,?????????????
https://youtu.be/PDjyRXZ_sek?t=18898,https://youtu.be/PDjyRXZ_sek?t=18900,?????????????
https://youtu.be/PDjyRXZ_sek?t=18927,https://youtu.be/PDjyRXZ_sek?t=18928,?????????????
https://youtu.be/PDjyRXZ_sek?t=18954,https://youtu.be/PDjyRXZ_sek?t=18956,?????????????
https://youtu.be/PDjyRXZ_sek?t=18967,https://youtu.be/PDjyRXZ_sek?t=18972,?????????????
https://youtu.be/PDjyRXZ_sek?t=18989,https://youtu.be/PDjyRXZ_sek?t=18994,?????????????
https://youtu.be/PDjyRXZ_sek?t=19053,https://youtu.be/PDjyRXZ_sek?t=19056,?????????????
https://youtu.be/PDjyRXZ_sek?t=19099,https://youtu.be/PDjyRXZ_sek?t=19103,?????????????
https://youtu.be/PDjyRXZ_sek?t=19123,https://youtu.be/PDjyRXZ_sek?t=19129,?????????????
https://youtu.be/PDjyRXZ_sek?t=19132,https://youtu.be/PDjyRXZ_sek?t=19137,?????????????
https://youtu.be/PDjyRXZ_sek?t=19158,https://youtu.be/PDjyRXZ_sek?t=19162,?????????????
https://youtu.be/PDjyRXZ_sek?t=19167,https://youtu.be/PDjyRXZ_sek?t=19170,?????????????
https://youtu.be/PDjyRXZ_sek?t=19189,https://youtu.be/PDjyRXZ_sek?t=19192,?????????????
https://youtu.be/PDjyRXZ_sek?t=19205,https://youtu.be/PDjyRXZ_sek?t=19209,?????????????
https://youtu.be/PDjyRXZ_sek?t=19245,https://youtu.be/PDjyRXZ_sek?t=19250,?????????????
https://youtu.be/PDjyRXZ_sek?t=19255,https://youtu.be/PDjyRXZ_sek?t=19257,?????????????
https://youtu.be/PDjyRXZ_sek?t=19267,https://youtu.be/PDjyRXZ_sek?t=19275,?????????????
https://youtu.be/PDjyRXZ_sek?t=19405,https://youtu.be/PDjyRXZ_sek?t=19411,?????????????
https://youtu.be/PDjyRXZ_sek?t=19422,https://youtu.be/PDjyRXZ_sek?t=19426,?????????????
https://youtu.be/PDjyRXZ_sek?t=19468,https://youtu.be/PDjyRXZ_sek?t=19472,?????????????
https://youtu.be/PDjyRXZ_sek?t=19490,https://youtu.be/PDjyRXZ_sek?t=19493,?????????????
